cus_id,cus_num,cus_last_name,cus_first_name,cus_add_num,cus_address,cus_city,cus_state,cus_zip,cus_phone,cus_join_date,cus_app_cd,cus_app_num,tot_ord_qty,tot_ord_value
1198,Jor60167,Jordan,Zachary,82191,Heather Wynd, Youngstown,12,9993,9556996850,2011-12-14,5,OPC81757673,28,21120
1199,Jon35027,Jones,Alister,66572, Fallen Prairie Corner, Tiptop,29,83767,5792341075,2008-03-16,1,OPC84686720,63,5440
1200,She32347,Shelton,Jack,37497,Burning Rabbit Bank, Fulmor,13,35334,3520110524,2002-06-16,1,OPC87644335,55,26359
1201,Mon34718,Monk,Taylor,27451,East Garrison, Siddon,24,77748,5329854159,2012-01-31,2,OPC81208958,77,455
1202,Mon68872,Monk,Robert,38040,Indian Trail, Hallockville,9,71015,6156097283,2002-06-24,7,OPC83766627,96,7914
1203,Dew88122,Dewey,Brice,86284, Golden Glade, Bradburys,25,41276,6433927645,2015-08-11,2,OPC82036142,45,11649
1204,Har52732,Hart,Piper,89195, Rustic Autumn Port, New Stuyarok,21,55209,1194788866,2003-07-20,4,OPC78341160,10,75
1205,Ric36105,Rice,Mads,37112,Velvet Blossom Mall , Brownsburg,13,90038,2003149498,2003-05-08,3,OPC86909691,10,19526
1206,Coo91897,Cooper,Jasmine,13579, Burning Bank, Longview Heights,3,74953,8291656724,2005-03-30,1,OPC87109458,14,23709
1207,Daw6434,Dawson,Thomas,79595,Quiet Circuit, Clintondale,16,3128,8651627802,2011-09-04,5,OPC84266864,84,12785
1208,Jon48136,Jones,Brandt,67192,Blackhawk, Winkelman,28,4307,5650343586,2009-11-02,2,OPC81046003,51,8880
1209,Rob27113,Robinson,Taylor,61920, Wishing Goose Townline, La Junta,4,54875,9273473657,2007-10-12,1,OPC81405695,28,5959
1210,Con20797,Connery,Cooper,12042,Adams, Norton Shores,10,94150,1254059543,2005-01-09,6,OPC87785040,40,7188
1211,Etz64190,Etzler,Zachary,40995, Golden Glade, Langley,10,16878,4748662457,2007-06-30,1,OPC78496860,47,12945
1212,Har50919,Hart,Lee,3930,Stony Island Park, Mcarthur Estates,4,15385,9824007916,2014-11-15,7,OPC87538129,80,11148
1213,Sla94274,Slain,Cooper,4336,Cozy Prairie Hill, Deardorffs Mill,22,76024,4183737353,2007-09-21,3,OPC85200821,88,12067
1214,She51058,Sherman,Maggs,72392,Dusty Nectar Downs, North Brewster,9,27121,4613869692,2017-06-15,7,OPC86284642,48,34312
1215,Gar92367,Garth,Brandt,45205,Carbon Hill-Buchtel, Bissell,27,25684,4116035645,2015-06-28,6,OPC82702213,94,27605
1216,App60172,Applewood,Robert,48377,Columbus, Fulmor,7,61867,1627650759,2002-11-07,5,OPC80959883,83,7161
1217,Pre83638,Presley,Brice,79802,Emerald Quail Passage, Crystal Lake,23,43315,9378444615,2010-05-01,6,OPC87837508,1,2703
1218,Rid68820,Ridgley,Taylor,898,Lost Path, Langley,22,33897,322228999,2007-05-03,3,OPC80158290,48,5003
1219,Pet68750,Peters,Brice,61780, Indian Anchor Link, Union Hill,3,13148,982861196,2015-07-28,6,OPC82138774,51,12321
1220,Rob54516,Robinson,Jonathon,19634,Emerald Quail Passage, Fulmor,7,58515,7767094949,2013-01-18,1,OPC86392139,76,23078
1221,Aar17983,Aaronson,Eric,48112,High Ledge, Meadowbrook Valley,7,58457,1459917439,2011-11-10,5,OPC85764924,25,34027
1222,Rid5979,Ridgley,Zachary,57014,Carbon Hill-Buchtel, North Brewster,12,72820,436900872,2012-04-01,6,OPC86807394,25,25922
1223,Con47724,Conley,Chris,22905,High Ledge, Walnut Hill,29,80978,9884557856,2018-11-29,5,OPC80668318,19,24338
1224,Aar27778,Aaronson,Richard,95532,Gentle Log Grove, Kwikpak,2,58525,5103340538,2002-07-25,4,OPC79112811,85,34256
1225,Tho67802,Thomason,Joshua,59577, Stony Wharf, Winthrop Beach,12,4617,5042659840,2015-06-30,6,OPC81584167,2,8843
1226,Har61368,Harper,Moritz,53914, Colonial Panda Pike, Norton Shores,19,67463,2131213270,2016-05-14,6,OPC83780901,75,31784
1227,Arc77630,Archibald,Tristan,53546,Velvet Blossom Mall , Norton Shores,12,47615,9591520049,2005-07-27,2,OPC80347289,45,22527
1228,Ste46615,Stevens,Cooper,48111, Bright Common, Clintondale,25,30882,710018432,2016-05-26,2,OPC79467600,56,9870
1229,Fre39803,French,Leah,59820, Bright Common, Casa De Piedra,12,35890,4019981303,2007-09-11,6,OPC79056387,81,32262
1230,Goo2339,Goode,Eric,12300, Quaking Timber Swale, Cowan,6,88766,8232081242,2010-11-16,1,OPC87912516,99,25877
1231,Pre35296,Presley,Mike,23490, Misty Lagoon Bay, Youngstown,15,3967,6905978451,2005-09-17,2,OPC82683910,11,23505
1232,App42899,Applewood,Thomas,41601, Heather Robin Mews, Casa De Piedra,7,8145,3915438719,2008-07-13,1,OPC83846676,25,13400
1233,Har47999,Hart,Noel,8981,Bean Creek, La Junta,20,3705,79287685,2004-12-29,6,OPC85235194,13,35468
1234,Sla30261,Slain,Timothy,61303,Grey, Sandusky Mobile Home Villa,29,95495,8070398612,2006-08-06,2,OPC78924407,10,16766
1235,Man8353,Manchester,Tristan,9341,Round Nook, Clintondale,12,10225,1514150392,2004-03-04,1,OPC84519629,43,34483
1236,Tan90487,Tankersly,Miguel,62366,Little River Square, East Village,11,1918,6882718529,2013-04-07,2,OPC78542320,98,32189
1237,Goo7547,Goode,Brandt,36387,Umber Forest, Bayless,27,69113,8332544819,2009-10-05,7,OPC82391773,38,19399
1238,Cal949,Calahan,Chris,16099, Sleepy Mall , Youngstown,21,34313,5205105120,2009-03-11,5,OPC87999732,41,13202
1239,Aar64549,Aaronson,Kenadi,19553,Old Pond Lookout, Hallockville,10,30087,4814542070,2009-08-11,1,OPC84928414,75,12051
1240,Rob77822,Roberts,Eric,10430, Broad Close, East Village,18,49488,2975722197,2011-12-08,3,OPC80200339,80,10991
1241,Aco66679,Acosta,Samuel,68940, Iron Bluff Rise, Richmond,30,75059,9359914780,2006-11-03,7,OPC83440312,91,27577
1242,Smi62654,Smith-Warren,Corey,99063,Foggy View, Meadowbrook Valley,8,25112,4435758175,2016-07-20,7,OPC80934786,68,11231
1243,Daw69758,Dawson,Kristoff,92452,Main, Mcarthur Estates,11,51262,9424377448,2003-04-30,2,OPC78893285,86,8874
1244,Mac93104,MacBain,George,74317,Wishing Manor, Siddon,18,22898,8726112231,2017-04-23,1,OPC80642873,12,25693
1245,Del79849,Delapena,Brandt,30649, Crystal Spring Corners, Deardorffs Mill,30,32115,2189069808,2005-03-06,3,OPC84649214,58,25646
1246,She28351,Sherman,Manuel,16239, Wishing Goose Townline, Sandusky Mobile Home Villa,23,54640,8453631667,2018-06-18,4,OPC78245421,75,24684
1247,Tan89592,Tankersly,Erin,78771,High Ledge, Brownsburg,6,68370,6693118060,2015-08-09,5,OPC81010981,20,32219
1248,Arc34120,Archibald,Margo,69570, Iron Bluff Rise, Ditchley,16,44293,993919202,2012-07-09,5,OPC79534075,11,28096
1249,Rob53564,Robinson,Eric,64566, Cotton Elk Path, Winkelman,1,81874,7241684910,2008-06-27,2,OPC84252981,54,12592
1250,Wil4472,Willis,Nadine,32287,Merry Key, Sandusky Mobile Home Villa,23,2344,637349670,2004-09-26,4,OPC78726755,96,5176
1251,Jon33084,Jones,Brandt,76636,Sleepy Fox Jetty, New Stuyarok,7,38678,7873220005,2008-03-28,7,OPC82946255,3,27159
1252,Smi62613,Smith-Warren,Adam,77308, Easy Crescent, Sandusky Mobile Home Villa,29,5959,93642468,2002-06-04,1,OPC79716247,41,31536
1253,Rob76839,Roberts,Joshua,1311,Jagged Branch Mews, Montello,29,60973,6334371215,2017-06-12,3,OPC79779854,87,15729
1254,Pet78883,Peters,Noel,24574, Cinder Woods, New Stuyarok,30,25888,9277237102,2009-12-13,4,OPC86936280,64,7676
1255,Coo931,Cooper,Carl,54499, Blue Stead, North Brewster,16,97377,7462214127,2016-03-27,1,OPC81816830,97,16208
1256,Smi84300,Smith,Kristoff,81120, Silver Dale Jetty, Mcarthur Estates,7,63298,829588891,2005-08-06,2,OPC83126749,79,11498
1257,Smi94995,Smith,Leah,41925, Harvest Court, Clintondale,15,67108,3668158631,2014-02-10,5,OPC86506586,30,8689
1258,Gar85508,Garth,Carl,23634,Ash, Vega Park,28,67215,1500026789,2009-09-24,4,OPC80656044,17,10343
1259,Ban75282,Bangeson,Joshua,48670,Burning Rabbit Bank, Cowan,7,37876,8028629627,2001-04-03,1,OPC80804435,89,1728
1260,Har70023,Hart,Leah,37043,Sunny Glade, Kwikpak,11,74729,7577469122,2005-09-13,5,OPC80611198,90,17563
1261,Jim93279,Jiminez,Leah,96839,Burning Rabbit Bank, Casa De Piedra,11,33369,8072999399,2004-11-09,5,OPC84375753,59,16699
1262,Del81841,Deleon,Jack,57808,Foggy View, Longview Heights,3,32860,240013356,2014-11-07,6,OPC79138275,76,25377
1263,Smi5695,Smith,Margo,24001, Green Berry Run, New York,20,32346,2278816539,2012-05-26,6,OPC85878962,84,31428
1264,Boo73324,Booker,Eric,44529,Adams, Norton Shores,23,32507,4917660489,2014-05-27,5,OPC84302947,19,13469
1265,Mac80147,MacBain,Aaron,38059,Amber Dale Diversion, Wolfs Mill,21,98326,1358468810,2019-01-31,7,OPC87300722,78,14609
1266,Gon13204,Gonzales,Blain,92396, Cozy Pines, Winthrop Beach,23,49829,8763086879,2008-07-23,2,OPC82680837,42,9532
1267,San88915,Sanchez,Moritz,29085,Madison, Meadowbrook Valley,14,10205,4848066187,2003-05-02,3,OPC84070037,50,1398
1268,Dic16835,Dickerson,Harper,78113,Stony Island Park, Klagetoh,21,12302,8407189688,2014-11-08,6,OPC83700892,42,13377
1269,Daw63846,Dawson,Miguel,5260,Apache, Langley,2,17873,3423485004,2005-03-13,5,OPC82282883,36,29192
1270,Mac87994,MacBain,Miguel,25924, Umber Shadow Ledge, Norton Shores,26,17161,7203930823,2006-08-05,5,OPC85425545,39,30257
1271,Rob71845,Roberts,Chris,68695,Thunder Deer Island, Sandusky Mobile Home Villa,3,47068,6556061830,2005-11-15,6,OPC84858059,21,18332
1272,Gar73711,Garth,Manuel,80717,Seaman, North Star,28,82547,3690128009,2001-02-25,3,OPC85336682,21,30926
1273,Tan92035,Tankersly,Reginald,64416, Clear Beacon Hollow, Klagetoh,9,66879,7825970687,2014-01-11,2,OPC82825424,44,4593
1274,Pre92296,Presley,Lee,3248, Jagged Horse Extension, Fulmor,2,20868,4958329687,2014-03-09,3,OPC86116162,12,19526
1275,Dic1559,Dickerson,Miguel,67696, Wishing Goose Townline, Kidville,5,61251,9943943987,2011-02-02,7,OPC80275932,69,9985
1276,Joh81086,Johnasen,Brice,94840, Middle Via, Mcarthur Estates,14,35683,8593039130,2012-09-21,6,OPC84699163,55,27151
1277,Smi70649,Smith,Abigail,43554,Wishing Manor, Mcarthur Estates,13,32360,2658027351,2005-11-14,6,OPC82304401,35,21072
1278,Smi5402,Smith,Joshua,51822,High Ledge, Ditchley,9,47042,4231148003,2010-07-14,3,OPC81567761,74,25341
1279,Con45857,Connery,Manuel,75000, Pleasant Beach, Winthrop Beach,22,83201,5453517305,2018-09-23,7,OPC84660684,48,10628
1280,Bar57320,Barrister,Taylor,7999, Grand Pony Park, Comite,29,54834,1307497184,2001-05-20,7,OPC78630276,36,11605
1281,Coo79893,Cooper,George,99170,Stan Sleuter, Winthrop Beach,20,91585,2296539772,2010-06-29,1,OPC85214085,95,7805
1282,Aco3452,Acosta,Zachary,22352, Shady Row, Meadowbrook Valley,10,87264,4158106680,2016-02-02,1,OPC78740069,94,26329
1283,Ell20238,Ellis,Eric,46494, Grand Pony Park, Crystal Lake,14,84475,8657267558,2009-11-21,1,OPC87774335,76,19516
1284,Gon88050,Gonzales,Mike,27023,Beckley, Bissell,14,22920,8645307070,2007-03-26,1,OPC87005873,48,17177
1285,Tan20863,Tankersly,Kenadi,1657,Red Via, Youngstown,12,89957,6289376041,2011-05-08,7,OPC83408598,21,35308
1286,Coo55974,Cooper,Margo,29780, Easy Crescent, Ten Mile,6,76767,3602208432,2017-07-23,6,OPC78310755,8,28774
1287,Jim62426,Jiminez,Airn,69807,Carbon Hill-Buchtel, Sandusky Mobile Home Villa,29,2967,2103116595,2012-07-13,3,OPC86485603,92,21167
1288,Tho79196,Thomason,Brice,39410, Harvest Court, Langley,8,26373,773868272,2009-01-04,2,OPC86481480,20,19815
1289,Dic78149,Dickerson,Robert,66879,Umber Forest, Fulmor,24,57724,2955706754,2008-01-05,5,OPC87891171,8,14600
1290,Mon16299,Monk,Alister,3835,Seaman, Winkelman,8,62911,2180602143,2008-08-18,6,OPC83528031,41,31575
1291,Rio83448,Riochardson,Brandt,79720, Wishing Goose Townline, La Junta,23,33426,2271904654,2012-08-12,7,OPC79284243,86,32489
1292,Dic86558,Dickerson,Alister,41999,Lost Path, Richmond,23,38599,570328307,2018-09-03,7,OPC83262618,79,32895
1293,Con9699,Connery,Jack,85943,Silver Lake Crossing, Winthrop Beach,14,40070,2353200982,2019-04-16,4,OPC85537512,2,14372
1294,Moo51169,Moore,Manuel,62858, Fallen Prairie Corner, Winkelman,22,82596,2119956455,2005-01-09,4,OPC86684092,27,20142
1295,Rid85280,Ridgley,Abigail,64427, Green Berry Run, Montello,21,85533,7422803881,2019-08-24,1,OPC83660386,22,23529
1296,Rio17200,Riochardson,Adam,18728, Cozy Pines, Longview Heights,5,63295,3004014508,2017-01-25,7,OPC80128816,9,18759
1297,Jon71012,Jones,Brian,25539,Strom, Montello,28,25763,7762328995,2012-01-07,7,OPC81968765,84,13064
1298,Wil67929,Williamson,Richard,35797, Quiet Brook Cape, Ten Mile,24,20929,9927997225,2003-06-21,2,OPC83872078,84,23651
1299,Man72556,Manchester,Moritz,547, Rocky Creek Meadow, Bradburys,4,45228,9477793371,2010-05-24,3,OPC80550581,62,11423
1300,Smi23382,Smith,Eric,81250,Golden Glen, Fulmor,25,14319,6777664659,2001-07-26,7,OPC78708165,71,21954
1301,Pre77877,Presten,Taylor,95250, Bright Common, Deardorffs Mill,10,78559,1398160777,2016-01-25,1,OPC83106367,57,22598
1302,Con90678,Conley,Valerie,99115,Hazy Road, Richmond,6,2331,9357667313,2017-04-29,5,OPC79630557,34,21867
1303,Gon39522,Gonzales,Jack,89969,Harvest Elk Harbour, Ditchley,20,17072,3721724120,2019-02-03,7,OPC79515145,57,10683
1304,Jor26323,Jordan,Adam,94448,Wishing Manor, Laffertys Trailer Court,14,77576,8198267023,2009-06-06,3,OPC86704605,88,9727
1305,Tan55919,Tankersly,Farris,4310, Burning Bank, Montello,12,63381,5320302376,2002-02-28,2,OPC86646339,63,26447
1306,Pet16047,Peters,Reginald,2190,Amber Dale Diversion, North Brewster,17,53781,3769966877,2014-10-01,2,OPC82783734,97,35741
1307,Del17091,Delacruz,Valerie,14362,Pleasant Loop, Bissell,23,13785,555426925,2019-08-05,4,OPC87609013,85,23304
1308,Pre32015,Presten,Albert,2171,Early, Union Hill,12,27800,1115401693,2017-10-28,3,OPC81393758,55,15931
1309,Pre89955,Presten,Adam,63599,Gentle Log Grove, Meadowbrook Valley,20,18086,6677534555,2013-08-18,7,OPC82590619,8,15880
1310,Ric68330,Rice,Jonathon,60244, Rustic Autumn Port, Fomer,7,37163,5756531975,2003-04-09,1,OPC85176364,54,6622
1311,Jon72803,Jones,Kenadi,70333, Gentle Quail Quay, New Stuyarok,13,33629,1029674904,2007-03-25,6,OPC78737581,68,12762
1312,Moo25929,Moore,Margo,45814,Bright Forest End, North Brewster,26,97635,1753354111,2004-08-01,2,OPC82227099,97,21283
1719,Con88453,Conley,Aaron,14038,Grey, North Star,11,73327,2152935444,2019-10-28,3,OPC78294997,95,31339
1313,Boo3995,Booker,Valerie,67854,Wishing Manor, Laffertys Trailer Court,3,44926,9830871716,2003-12-23,1,OPC87281049,24,11347
1314,Con94549,Connery,Valerie,58491, Wishing Goose Townline, Montello,6,80791,4059937973,2008-10-10,4,OPC86284936,64,26010
1315,Dic12147,Dickerson,Brian,95242, Cinder Woods, Bayless,1,26401,4001545738,2006-01-25,3,OPC86003881,96,16727
1316,Bro31218,Brooks,Brandt,65283, High Apple Falls, North Brewster,3,3227,5911156686,2001-10-03,1,OPC83351621,94,22068
1317,Tom99439,Tompsen,George,11967, Old Cloud Orchard, Kidville,24,49569,4044506557,2005-11-23,4,OPC85216540,95,18725
1318,Ban50806,Banks,Robert,2887,Cozy Prairie Hill, North Brewster,10,81087,1296328342,2017-04-05,3,OPC79847238,71,22578
1319,Arc61434,Archibald,Lee,9052,Adams, Deardorffs Mill,6,19002,9719917843,2006-12-18,2,OPC79663250,64,45
1320,Sei3358,Seiler,Brandon,18675,Washington, Cowan,6,32696,3350157591,2005-09-03,1,OPC79827560,71,29578
1321,Del10333,Delacruz,Eric,60229, Indian Anchor Link, Crystal Lake,8,82674,6296348705,2010-06-27,7,OPC85821249,81,19619
1322,Joh79883,Johnasen,Erin,21216,Shady Pointe, Bradburys,2,57490,9878344401,2012-05-03,6,OPC87958668,62,29074
1323,Del18290,Deleon,Cooper,54621,Crystal Cove, Ditchley,29,81302,1185650650,2004-05-03,2,OPC87972774,1,30487
1324,Coo32484,Cooper,Carl,92873,Washington, New Stuyarok,16,90900,5293536924,2018-08-26,2,OPC82405661,36,31516
1325,Jac60881,Jackson,Nadine,70861, Wishing Goose Townline, Hitt,16,21005,2160862362,2009-07-14,7,OPC80702925,99,24954
1326,Tom45091,Tompsen,Valerie,45187,Grand Crest, Sandusky Mobile Home Villa,28,97681,1615331375,2019-05-05,7,OPC83584327,11,14172
1327,Wil7770,Williamson,Jack,76690, Rustic Autumn Port, Ditchley,18,70159,5757818437,2001-07-09,3,OPC87777233,77,16855
1328,Har12679,Harper,Farris,52220,Ash, Sandusky Mobile Home Villa,17,86525,1923474933,2009-06-19,4,OPC85035117,58,15845
1329,Man12564,Manchester,Eric,6202,Iron Pony Pathway, Meadowbrook Valley,1,75005,6770889470,2014-06-25,1,OPC79633794,43,7874
1330,Ell40624,Ellis,Maggs,84594,Cozy Prairie Hill, Crystal Lake,25,48125,5044848922,2013-03-05,5,OPC82461125,83,1285
1331,Jam56056,Jamieson,Robert,23631,Broad Hills Abbey, Deardorffs Mill,5,23617,4773371300,2003-01-13,7,OPC79089714,7,27497
1332,Ric71485,Rice,Erin,22974,Sycamore, Sandusky Mobile Home Villa,14,46662,2925136703,2012-10-16,3,OPC86471623,14,7797
1333,She34878,Shelton,Carl,19792, Easy Crescent, Longview Heights,10,54504,4283988060,2010-10-13,4,OPC78245602,32,22135
1334,Jor22698,Jordan,Alister,47634,Blue Terrace, Laffertys Trailer Court,21,62061,2450625210,2003-09-08,4,OPC79025247,2,3796
1335,Smi90304,Smith,Brandon,29592, Little Gate Plaza, New York,10,97130,3043276124,2019-12-13,2,OPC81338161,39,9051
1336,Aar2516,Aaronson,Summer,94396,Rustic Grove Orchard, Sandusky Mobile Home Villa,22,88348,2748769250,2015-01-29,3,OPC84131657,80,11744
1337,Smi56587,Smith-Warren,Kristoff,83090,Broad Hills Abbey, Jessie,8,96512,1442477423,2004-11-29,5,OPC86406112,29,4019
1338,Fre14614,French,Abigail,79406,Seaman, Sandusky Mobile Home Villa,30,98822,3226275593,2016-05-10,5,OPC80689813,21,9046
1339,Boo71722,Booker,Thomas,32483, Middle Via, Union Hill,29,55879,5834354883,2007-06-05,3,OPC84150005,31,28273
1340,Wil4835,Williamson,Albert,68094, Indian Anchor Link, Ten Mile,12,88815,9988576714,2012-07-04,4,OPC80914617,97,13366
1341,Goo53249,Goode,Timothy,55285, Foggy Hill, Jessie,5,47412,7704398300,2017-01-29,7,OPC86493139,74,26199
1342,Cal34698,Calahan,Farris,68156, Pleasant Beach, Fomer,9,5088,3543456114,2007-11-11,5,OPC78689379,64,914
1343,Jac10622,Jackson,Summer,78991,Dusty Nectar Downs, Casa De Piedra,11,32165,757583476,2010-11-28,3,OPC78482812,2,8640
1344,Gar26788,Garcia,Brandon,85761, Merry Forest Crossing, Klagetoh,3,362,837091187,2015-06-01,6,OPC87340981,68,13024
1345,Coo48675,Cooper,Leah,45842,Golden Glen, Montello,16,61808,6986042374,2017-06-13,7,OPC84766888,87,2711
1346,Ban2114,Bangeson,Summer,97863,Indian Trail, Ditchley,26,64049,2521653980,2008-10-05,1,OPC78257056,68,26369
1347,Gar19720,Garcia,Kenadi,23584, Lost Sky Dell, Wolfs Mill,19,90757,7429281101,2006-04-06,6,OPC83183251,35,21252
1348,Moo86303,Moore,Kenadi,60055, Misty Lagoon Bay, Holiday Park,24,9333,5112472910,2017-01-17,3,OPC84815156,55,10949
1349,San87554,Sanchez,Aaron,42893,Merry Key, Norton Shores,28,24201,5887912087,2003-03-16,7,OPC85131200,49,14181
1350,Wil37834,Willis,Farris,33984, Red Place, Siddon,22,48591,5929916773,2013-07-02,6,OPC83342863,83,25566
1351,Ban39291,Banks,Mindy,74378,Pleasant Loop, Klagetoh,4,62365,4747331301,2004-12-28,3,OPC81429253,53,20919
1352,Ric6034,Rice,Eric,20257, Tawny Lane, Bayless,9,34315,3616036005,2019-08-16,1,OPC85930899,35,10491
1353,Ric20948,Rice,Margo,57517, Green Berry Run, Clintondale,25,39141,8505653715,2010-07-17,7,OPC82544629,14,35887
1354,Etz15,Etzler,Eric,28778,College, Union Beach,22,36160,2736136495,2015-08-03,4,OPC81935957,91,6432
1356,Fre69129,French,Eric,61138, Rustic Autumn Port, Fulmor,15,77170,1962174387,2008-08-24,4,OPC83840539,13,19397
1357,Del74696,Deleon,Richard,42457, Harvest Court, Longview Heights,13,81951,6302524053,2011-10-08,7,OPC86874709,79,25234
1358,Mon25034,Monk,Cooper,36391, Stony Wharf, Howe,20,57444,5388522037,2015-04-27,3,OPC83617594,9,20772
1359,Tan43199,Tankersly,Eric,22232,Old Pond Lookout, Winkelman,21,79079,9348928185,2006-05-10,5,OPC87468787,67,11652
1360,Etz95470,Etzler,Reginald,43245,Blue Terrace, Cowan,30,3918,2136398254,2008-01-16,7,OPC81183875,65,14824
1361,Bar80210,Barrister,Eric,25700,Stadium, Montello,16,65235,1498839914,2008-08-11,1,OPC87171243,45,15735
1362,Pet28946,Peters,Abigail,56893,Early, Casa De Piedra,28,99676,9325439367,2006-08-08,2,OPC85825957,49,17403
1363,Rob32083,Robinson,Piper,70742,Madison, Montello,15,78740,2981781749,2019-04-27,2,OPC81582898,86,20954
1364,App16071,Applewood,Mads,73717,Emerald Quail Passage, Mcarthur Estates,14,46612,5903207004,2001-02-16,1,OPC85826634,75,3785
1365,Ban4353,Banks,Corey,65914,Noble Carrefour, Hitt,25,95711,2704907694,2013-03-19,5,OPC80161095,64,11154
1366,Sla69505,Slain,Richard,9224,Ash, Hitt,20,66010,9266202395,2003-01-01,4,OPC84819790,72,14495
1367,Pre68044,Presley,Farris,87865,Stony Island Park, Green Acres,1,64942,5074115997,2004-06-14,2,OPC78321705,37,32341
1368,Boo44633,Booker,Jasmine,66483, Merry Forest Crossing, Howe,21,94353,2459427292,2008-09-01,3,OPC83631330,27,11074
1369,Jac4715,Jackson,Brandt,39214,Hazy Road, New York,20,886,4308566979,2009-11-20,3,OPC85638154,42,24912
1370,App27115,Applewood,Farris,29468,Gentle Log Grove, Youngstown,10,31641,7796059282,2010-06-30,3,OPC80127689,86,1607
1371,She71990,Shelton,Thomas,37179,Silver Lake Crossing, Oak Knoll,17,12245,9176696997,2018-04-23,7,OPC79054941,21,21528
1372,Coo35998,Cooper,Cooper,39131, Jagged Horse Extension, Hitt,6,47374,6115028615,2009-03-31,4,OPC80145781,99,12882
1373,Smi66562,Smith,Timothy,31882,Misty Brook Farms, Klagetoh,17,80126,4820520864,2019-09-23,4,OPC79644511,59,1436
1374,Aco39704,Acosta,Brandon,46537,Golden Glen, Bissell,30,95724,7505446192,2005-08-29,5,OPC81787604,63,18071
1375,Daw21903,Dawson,Manuel,9678,Red Via, Montello,10,39375,9407154426,2005-12-27,5,OPC79129123,57,15256
1376,Tan36456,Tankersly,Sarah,60332,Velvet Blossom Mall , Walnut Hill,28,47877,1147365478,2010-09-28,2,OPC82948614,50,18436
1377,Tho97016,Thomason,Piper,24179, Honey Zephyr Nook, Siddon,22,26252,1708381132,2011-12-15,1,OPC84625398,43,29290
1378,Pet19821,Peters,Chris,13994, Honey Zephyr Nook, Langley,27,46320,5370948505,2004-08-11,7,OPC80621927,47,8834
1379,Rob13154,Robinson,Jonathon,21905, Dusty Fox Road, Richmond,15,96274,2997719029,2011-11-26,1,OPC87549594,17,12024
1380,Dew42594,Dewey,Tristan,26779, Sleepy Mall , Union Beach,3,58261,7401949766,2006-05-01,5,OPC83469792,51,35162
1381,Fre43397,French,Carl,81240,Harvest Elk Harbour, Siddon,1,86326,8803437121,2002-08-22,5,OPC83710113,27,8751
1382,Del88994,Deleon,George,16765,Noble Carrefour, Union Beach,5,40,9001300711,2019-05-21,3,OPC86643517,92,4792
1383,Etz29519,Etzler,Samuel,27533, Old Cloud Orchard, Bayless,25,76099,3625206024,2011-03-04,6,OPC85862957,76,14063
1384,Ban88074,Bangeson,Brian,47423,Blackhawk, Casa De Piedra,9,47639,9811806077,2003-12-22,1,OPC82472141,13,32053
1385,San70542,Sanchez,Farris,27528, Hazy Willow Grove, Brownsburg,12,51131,102167716,2004-07-08,7,OPC84949492,18,5681
1386,Gor91827,Gorman,Mads,50073,Dewy Beacon By-pass, Hitt,22,90540,7164922771,2007-01-02,3,OPC86214980,37,18468
1387,Har26864,Hart,Albert,51407, Quiet Brook Cape, Hitt,16,42191,3486691828,2005-04-08,4,OPC79675217,38,5029
1388,Aar62373,Aaronson,Timothy,75934,Quaking Embers Quay, Mcarthur Estates,9,30338,620454775,2003-08-21,7,OPC82632671,72,81
1389,Daw66470,Dawson,Brice,67296, Green Berry Run, Bissell,7,37128,3992182460,2003-06-16,1,OPC85659069,55,2981
1390,App57149,Applewood,Brandt,33586,Jagged Branch Mews, Mcarthur Estates,12,81248,2103824219,2016-09-22,4,OPC87336129,97,12704
1391,Rio89488,Riochardson,Jack,60871, Cotton Elk Path, Norton Shores,16,11384,8114381759,2010-05-15,5,OPC85258333,40,28872
1392,Smi42652,Smith,Jasmine,64772, Foggy Hill, East Village,20,31505,6140842263,2012-03-25,6,OPC87427130,93,25583
1394,Har18738,Hart,Tristan,85095,Crystal Cove, Longview Heights,24,75014,8477414035,2006-08-19,1,OPC85242993,63,8146
1395,Smi95171,Smith,Farris,73785,Clear Heath, Fomer,16,8193,149537960,2011-12-08,5,OPC79483437,61,6330
1396,Boo22492,Booker,Timothy,53044, Harvest Court, Bissell,24,68693,6869162836,2011-07-10,7,OPC79955937,56,31442
1397,Mon47107,Monk,Carl,71654,Lost Path, North Star,3,90499,2840349045,2007-08-25,2,OPC87959148,61,280
1398,Aco38788,Acosta,Brian,86539, Misty Lagoon Bay, Green Acres,24,52803,1994255647,2012-07-23,7,OPC78977242,52,13672
1399,Bro58094,Brooks,Brandt,39267,Harvest Elk Harbour, Winthrop Beach,4,29432,4040887521,2011-10-05,2,OPC84507511,64,21532
1400,Del99070,Deleon,Brian,22848,Grey, Fulmor,28,71502,6367691775,2002-02-07,5,OPC82643846,76,881
1401,Goo15023,Goode,Maggs,32638,Umber Forest, Winkelman,21,5791,4301689060,2019-05-31,7,OPC78495402,46,35637
1402,San64110,Sanchez,Harper,14872, Heather Robin Mews, Casa De Piedra,17,37714,3246115062,2008-12-20,7,OPC78620159,24,28282
1403,Ban90677,Bangeson,Chris,93840, Red Place, Winthrop Beach,12,11357,388291827,2007-07-20,2,OPC87522757,18,5398
1404,Tho39058,Thomason,Alister,56998, Lost Sky Dell, Langley,19,9277,1067295027,2014-09-15,7,OPC87620072,78,2552
